Source,Target,Cosine_similarity
14,15,0.6060277
14,16,0.641674
14,17,0.699326
14,18,0.46510348
14,19,0.7572161
14,20,0.6847691
14,21,0.6477788
14,22,0.9294421
14,23,0.8435674
14,24,0.7996802
14,25,0.50312376
14,26,0.85808593
14,27,0.6932481
14,28,0.69828993
14,29,0.9759076
14,30,0.7959647
14,31,0.9221401
14,32,0.7514008
14,33,0.69330245
14,34,0.95308745
14,35,0.87298375
14,36,0.8799257
14,37,0.62719333
14,38,0.85620034
14,39,0.85901767
14,40,0.8860184
14,41,0.73854345
14,42,0.55270404
14,43,0.76335174
14,44,0.6486081
14,45,0.944511
14,46,0.8154878
14,47,0.828764
14,48,0.48239687
14,49,0.8824982
14,50,0.7389925
14,51,0.92385703
14,52,0.7537016
14,53,0.4471101
14,54,0.5328081
14,55,0.6697033
14,56,0.88661665
14,57,0.66963667
14,58,0.6444937
14,59,0.7495787
14,60,0.663349
14,61,0.66092867
14,62,0.5147203
14,63,0.9261762
14,64,0.47125447
14,65,0.826455
14,66,0.52827704
14,67,0.7792832
14,68,0.8726065
14,69,0.74855906
14,70,0.89876
14,71,0.6467503
14,72,0.881393
14,73,0.9165819
14,74,0.67548287
14,75,0.6987413
14,76,0.74173987
14,77,0.63933057
14,78,0.7754548
14,79,0.5194004
14,80,0.7797268
14,81,0.7063824
14,82,0.9306195
14,83,0.72365564
14,84,0.74082875
14,85,0.7285445
14,86,0.7011867
14,87,0.8812506
14,88,0.7582892
14,89,0.9415502
14,90,0.5918348
14,91,0.7762296
14,92,0.70149666
14,93,0.95942086
14,94,0.9662566
14,95,0.7303724
14,96,0.6113847
14,97,0.6482086
14,98,0.5390118
14,99,0.914043
15,0,0.90487736
15,1,0.78154874
15,2,0.9092486
15,3,0.7124196
15,4,0.944809
15,5,0.90494627
15,6,0.9735944
15,7,0.87354153
15,8,0.8382362
15,9,0.90395665
15,10,0.9168188
15,11,0.9395999
15,12,0.9463384
15,13,0.7436596
15,14,0.6060277
15,16,0.9894886
15,17,0.91464
15,18,0.88561285
15,19,0.90852207
15,20,0.9241054
15,21,0.9799636
15,22,0.79671144
15,23,0.8237289
15,24,0.9091216
15,25,0.93576527
15,26,0.8651946
15,27,0.9448232
15,28,0.7831906
15,29,0.6105182
15,30,0.8224202
15,31,0.5455825
15,32,0.7007079
15,33,0.9657646
15,34,0.7189733
15,35,0.2835286
15,36,0.56070393
15,37,0.9736159
15,38,0.91577446
15,39,0.90024585
15,40,0.8212288
15,41,0.9380974
15,42,0.965617
15,43,0.7854359
15,44,0.9407603
15,45,0.72961944
15,46,0.91531736
15,47,0.82651615
15,48,0.9398666
15,49,0.8542047
15,50,0.74355847
15,51,0.74189067
15,52,0.9362814
15,53,0.9257834
15,54,0.9430552
15,55,0.9599121
15,56,0.82638794
15,57,0.9788007
15,58,0.9502449
15,59,0.9617655
15,60,0.86754584
15,61,0.84399563
15,62,0.9505625
15,63,0.793138
15,64,0.95915496
15,65,0.9070391
15,66,0.9647884
15,67,0.80345315
15,68,0.7839794
15,69,0.9482698
15,70,0.7685777
15,71,0.87502825
15,72,0.8882026
15,73,0.7756551
15,74,0.9644271
15,75,0.9588403
15,76,0.88789153
15,77,0.9292852
15,78,0.92161477
15,79,0.8868485
15,80,0.88427407
15,81,0.9644523
15,82,0.79101455
15,83,0.92459005
15,84,0.8822334
15,85,0.9073312
15,86,0.85017824
15,87,0.8422387
15,88,0.92843866
15,89,0.73263353
15,90,0.93078583
15,91,0.92157775
15,92,0.9479488
15,93,0.5519187
15,94,0.5161405
15,95,0.8346686
15,96,0.9721923
15,97,0.87884426
15,98,0.9668218
15,99,0.8254665
16,0,0.92466515
16,1,0.81127477
16,2,0.8894623
16,3,0.7509572
16,4,0.95551765
16,5,0.9039484
16,6,0.9793382
16,7,0.90218323
16,8,0.8607791
16,9,0.9275408
16,10,0.9338284
16,11,0.9448404
16,12,0.96013284
16,13,0.76970494
16,14,0.641674
16,15,0.9894886
16,17,0.9154974
16,18,0.8768162
16,19,0.93665844
16,20,0.9260221
16,21,0.98628116
16,22,0.82430905
16,23,0.8581148
16,24,0.9223748
16,25,0.93187696
16,26,0.8900122
16,27,0.9637616
16,28,0.80372065
16,29,0.64520204
16,30,0.84869194
16,31,0.5860787
16,32,0.7174729
16,33,0.9672651
16,34,0.7573804
16,35,0.3293639
16,36,0.60364825
16,37,0.9782016
16,38,0.9285011
16,39,0.91881067
16,40,0.8550047
16,41,0.95307475
16,42,0.9655425
16,43,0.8221336
16,44,0.95402867
16,45,0.759987
16,46,0.9361431
16,47,0.86353856
16,48,0.9348254
16,49,0.87420493
16,50,0.7780164
16,51,0.78205806
16,52,0.953154
16,53,0.9287884
16,54,0.9373701
16,55,0.9697489
16,56,0.86210763
16,57,0.9887411
16,58,0.960853
16,59,0.9655718
16,60,0.86994636
16,61,0.85312486
16,62,0.9446713
16,63,0.8203934
16,64,0.9588791
16,65,0.9228431
16,66,0.9571293
16,67,0.8285264
16,68,0.80659527
16,69,0.9618452
16,70,0.8062949
16,71,0.878974
16,72,0.9060777
16,73,0.8111591
16,74,0.96677727
16,75,0.9681364
16,76,0.9134778
16,77,0.9340305
16,78,0.9409906
16,79,0.8887996
16,80,0.91212434
16,81,0.9736053
16,82,0.8206777
16,83,0.938108
16,84,0.90639406
16,85,0.9259514
16,86,0.87954515
16,87,0.8717103
16,88,0.9384412
16,89,0.76664895
16,90,0.9446179
16,91,0.93914723
16,92,0.96643007
16,93,0.5912773
16,94,0.5565204
16,95,0.8480546
16,96,0.97739124
16,97,0.89259857
16,98,0.9640513
16,99,0.85811734
17,0,0.91059583
17,1,0.79361963
17,2,0.93164724
17,3,0.7492597
17,4,0.85445017
17,5,0.981794
17,6,0.9561831
17,7,0.90619266
17,8,0.909763
17,9,0.83711475
17,10,0.77962047
17,11,0.9401694
17,12,0.9700798
17,13,0.84766775
17,14,0.699326
17,15,0.91464
17,16,0.9154974
17,18,0.9306111
17,19,0.84030366
17,20,0.9820399
17,21,0.91503227
17,22,0.80626726
17,23,0.7502739
17,24,0.94910634
17,25,0.9083669
17,26,0.8216473
17,27,0.866536
17,28,0.92006326
17,29,0.6867634
17,30,0.8928558
17,31,0.5249685
17,32,0.8537752
17,33,0.97016877
17,34,0.76542556
17,35,0.49366978
17,36,0.5339827
17,37,0.8589075
17,38,0.91731274
17,39,0.9282827
17,40,0.8041699
17,41,0.86665463
17,42,0.9333413
17,43,0.66285783
17,44,0.84429866
17,45,0.8102768
17,46,0.9357529
17,47,0.7625678
17,48,0.8408557
17,49,0.92594844
17,50,0.83439887
17,51,0.72070736
17,52,0.9041561
17,53,0.79343414
17,54,0.94921076
17,55,0.9152603
17,56,0.79491967
17,57,0.9098401
17,58,0.9097003
17,59,0.95838827
17,60,0.9566236
17,61,0.93016464
17,62,0.9383895
17,63,0.82994103
17,64,0.84582245
17,65,0.86138964
17,66,0.9309498
17,67,0.90088373
17,68,0.7499791
17,69,0.938947
17,70,0.8060874
17,71,0.9666662
17,72,0.91902834
17,73,0.75444496
17,74,0.904577
17,75,0.9433655
17,76,0.79023594
17,77,0.91449744
17,78,0.84771115
17,79,0.86267716
17,80,0.7992867
17,81,0.96173316
17,82,0.8072706
17,83,0.9491241
17,84,0.84530616
17,85,0.8916952
17,86,0.85886705
17,87,0.8272388
17,88,0.8775272
17,89,0.7227357
17,90,0.81793
17,91,0.9042434
17,92,0.93042785
17,93,0.70285857
17,94,0.6618414
17,95,0.96320295
17,96,0.9119686
17,97,0.96365494
17,98,0.939451
17,99,0.8232181
18,0,0.80526143
18,1,0.7739243
18,2,0.961188
18,3,0.5612934
18,4,0.8397534
18,5,0.9517854
18,6,0.90118855
18,7,0.81705844
18,8,0.8441508
18,9,0.77658355
18,10,0.6975458
18,11,0.8527935
18,12,0.9060854
18,13,0.7438406
18,14,0.46510348
18,15,0.88561285
18,16,0.8768162
18,17,0.9306111
18,19,0.7594994
18,20,0.9187004
18,21,0.8879447
18,22,0.61619323
18,23,0.58860505
18,24,0.868253
18,25,0.948167
18,26,0.6698145
18,27,0.83310735
18,28,0.8853149
18,29,0.4458637
18,30,0.82912767
18,31,0.278669
18,32,0.8034727
18,33,0.9027207
18,34,0.5575936
18,35,0.29422116
18,36,0.28999743
18,37,0.8303552
18,38,0.78194195
18,39,0.8064668
18,40,0.6791293
18,41,0.76718974
18,42,0.91449445
18,43,0.52388304
18,44,0.7709362
18,45,0.651645
18,46,0.8236367
18,47,0.6408722
18,48,0.8532202
18,49,0.7687402
18,50,0.7935092
18,51,0.5196017
18,52,0.82598215
18,53,0.8153806
18,54,0.9629585
18,55,0.88620913
18,56,0.6442755
18,57,0.87109095
18,58,0.88462085
18,59,0.8794887
18,60,0.9204849
18,61,0.92141986
18,62,0.97115654
18,63,0.6817637
18,64,0.862257
18,65,0.7439122
18,66,0.94522595
18,67,0.8342047
18,68,0.53394246
18,69,0.85324395
18,70,0.65798795
18,71,0.9535035
18,72,0.7856448
18,73,0.5742702
18,74,0.8281051
18,75,0.886531
18,76,0.68958384
18,77,0.919959
18,78,0.7267541
18,79,0.9290073
18,80,0.6792433
18,81,0.91215146
18,82,0.6358755
18,83,0.8975053
18,84,0.8091752
18,85,0.85185426
18,86,0.8365106
18,87,0.6898272
18,88,0.7672532
18,89,0.53649515
18,90,0.8207459
18,91,0.84602576
18,92,0.8794105
18,93,0.4903893
18,94,0.41553354
18,95,0.9054795
18,96,0.9100984
18,97,0.95214796
18,98,0.9611624
18,99,0.6580891
19,0,0.9377023
19,1,0.8875057
19,2,0.7258766
19,3,0.865181
19,4,0.9419618
19,5,0.8182768
19,6,0.91997284
19,7,0.9338999
19,8,0.8801012
19,9,0.9646992
19,10,0.9704051
19,11,0.9040007
19,12,0.92146194
19,13,0.8237918
19,14,0.7572161
19,15,0.90852207
19,16,0.93665844
19,17,0.84030366
19,18,0.7594994
19,20,0.8625064
19,21,0.9482029
19,22,0.8932898
19,23,0.9443076
19,24,0.89495873
19,25,0.8452302
19,26,0.949151
19,27,0.9690239
19,28,0.7787258
19,29,0.7707506
19,30,0.87278116
19,31,0.7554466
19,32,0.71604556
19,33,0.8994476
19,34,0.8603156
19,35,0.48824474
19,36,0.7850766
19,37,0.9405443
19,38,0.9390193
19,39,0.91515636
19,40,0.9435693
19,41,0.95859677
19,42,0.8759027
19,43,0.94409865
19,44,0.9567551
19,45,0.8321204
19,46,0.94978684
19,47,0.9540573
19,48,0.858957
19,49,0.89007735
19,50,0.816097
19,51,0.89823025
19,52,0.9727338
19,53,0.87944114
19,54,0.83385503
19,55,0.9441633
19,56,0.9487161
19,57,0.9488892
19,58,0.9447202
19,59,0.9170715
19,60,0.78097373
19,61,0.7922463
19,62,0.8298236
19,63,0.8805523
19,64,0.889164
19,65,0.9436214
19,66,0.84767175
19,67,0.85554737
19,68,0.8660848
19,69,0.95153356
19,70,0.90429753
19,71,0.805832
19,72,0.921376
19,73,0.9217146
19,74,0.935739
19,75,0.9078928
19,76,0.97646624
19,77,0.9134788
19,78,0.97357774
19,79,0.80103457
19,80,0.9730742
19,81,0.926473
19,82,0.87158275
19,83,0.9247288
19,84,0.93621296
19,85,0.9335087
19,86,0.8903626
19,87,0.9544607
19,88,0.9483039
19,89,0.88413185
19,90,0.93771905
19,91,0.95465136
19,92,0.95975554
19,93,0.7136691
19,94,0.68675464
19,95,0.8037805
19,96,0.9243065
19,97,0.8452594
19,98,0.8569596
19,99,0.93478703
20,0,0.91997993
20,1,0.8259987
20,2,0.9299977
20,3,0.7578106
20,4,0.8849409
20,5,0.96813697
20,6,0.9651161
20,7,0.91385853
20,8,0.9063049
20,9,0.85371375
20,10,0.8142869
20,11,0.93695754
20,12,0.97523725
20,13,0.85462135
20,14,0.6847691
20,15,0.9241054
20,16,0.9260221
20,17,0.9820399
20,18,0.9187004
20,19,0.8625064
20,21,0.92707145
20,22,0.79386234
20,23,0.7669756
20,24,0.94038916
20,25,0.9332144
20,26,0.82798785
20,27,0.88953865
20,28,0.9164983
20,29,0.6853887
20,30,0.902228
20,31,0.5432352
20,32,0.8214885
20,33,0.9721534
20,34,0.7617179
20,35,0.45473373
20,36,0.5507865
20,37,0.8834397
20,38,0.91713
20,39,0.918129
20,40,0.8076423
20,41,0.8893659
20,42,0.9499561
20,43,0.7036353
20,44,0.8679754
20,45,0.80885625
20,46,0.9429083
20,47,0.78838754
20,48,0.8765065
20,49,0.9187028
20,50,0.8402113
20,51,0.74557126
20,52,0.9152078
20,53,0.8169563
20,54,0.96201795
20,55,0.9241675
20,56,0.81698143
20,57,0.9283401
20,58,0.9348183
20,59,0.9474047
20,60,0.9535783
20,61,0.91665673
20,62,0.938757
20,63,0.81193924
20,64,0.86674124
20,65,0.8706238
20,66,0.9391512
20,67,0.9086265
20,68,0.74846387
20,69,0.94701886
20,70,0.81249785
20,71,0.9571467
20,72,0.9234653
20,73,0.762384
20,74,0.9102082
20,75,0.95730406
20,76,0.82943445
20,77,0.92238146
20,78,0.8648061
20,79,0.8769919
20,80,0.8184418
20,81,0.9697803
20,82,0.7955191
20,83,0.95741004
20,84,0.86258006
20,85,0.92606294
20,86,0.87802905
20,87,0.83237374
20,88,0.8812481
20,89,0.7289185
20,90,0.859001
20,91,0.922719
20,92,0.9468789
20,93,0.6739977
20,94,0.6344343
20,95,0.9572919
20,96,0.9328144
20,97,0.94989395
20,98,0.9400287
20,99,0.83008426
21,0,0.926568
21,1,0.8610422
21,2,0.8774296
21,3,0.7630237
21,4,0.96285313
21,5,0.9078429
21,6,0.96735686
21,7,0.9238863
21,8,0.9010517
21,9,0.9535065
21,10,0.9371607
21,11,0.9312334
21,12,0.9587198
21,13,0.8045632
21,14,0.6477788
21,15,0.9799636
21,16,0.98628116
21,17,0.91503227
21,18,0.8879447
21,19,0.9482029
21,20,0.92707145
21,22,0.82602787
21,23,0.86358047
21,24,0.932573
21,25,0.9323301
21,26,0.9008559
21,27,0.9729917
21,28,0.83437693
21,29,0.6631456
21,30,0.87804484
21,31,0.58164847
21,32,0.76091236
21,33,0.9541793
21,34,0.765978
21,35,0.37517712
21,36,0.613408
21,37,0.98083043
21,38,0.9232795
21,39,0.9223947
21,40,0.8763783
21,41,0.9405274
21,42,0.9618273
21,43,0.82708704
21,44,0.96371233
21,45,0.7792051
21,46,0.9364833
21,47,0.8745211
21,48,0.91075194
21,49,0.8684108
21,50,0.82428414
21,51,0.7850268
21,52,0.965039
21,53,0.91687506
21,54,0.93719584
21,55,0.9883508
21,56,0.86630505
21,57,0.98644024
21,58,0.9809538
21,59,0.96748155
21,60,0.86456203
21,61,0.88172764
21,62,0.94089955
21,63,0.84145164
21,64,0.9634321
21,65,0.9071654
21,66,0.94557214
21,67,0.8680386
21,68,0.7838068
21,69,0.9576718
21,70,0.8353841
21,71,0.8961188
21,72,0.90594435
21,73,0.8236207
21,74,0.9593666
21,75,0.9582131
21,76,0.9222554
21,77,0.9681074
21,78,0.93867666
21,79,0.8980769
21,80,0.9194579
21,81,0.9767606
21,82,0.81361127
21,83,0.956457
21,84,0.93727493
21,85,0.93664294
21,86,0.90752083
21,87,0.89220196
21,88,0.95033073
21,89,0.7822043
21,90,0.95792776
21,91,0.9582905
21,92,0.97215545
21,93,0.6215689
21,94,0.5664762
21,95,0.8598197
21,96,0.97651947
21,97,0.91375136
21,98,0.96031624
21,99,0.8633079
22,0,0.9092691
22,1,0.77571094
22,2,0.607084
22,3,0.94939786
22,4,0.80778104
22,5,0.76087064
22,6,0.83234626
22,7,0.88578653
22,8,0.81948805
22,9,0.86529994
22,10,0.86262494
22,11,0.8938415
22,12,0.8539546
22,13,0.8444661
22,14,0.9294421
22,15,0.79671144
22,16,0.82430905
22,17,0.80626726
22,18,0.61619323
22,19,0.8932898
22,20,0.79386234
22,21,0.82602787
22,23,0.9487455
22,24,0.8883189
22,25,0.66247797
22,26,0.96624804
22,27,0.84995174
22,28,0.7271909
22,29,0.92218214
22,30,0.8292354
22,31,0.89087003
22,32,0.7380283
22,33,0.8297274
22,34,0.96909606
22,35,0.7106599
22,36,0.884712
22,37,0.8178466
22,38,0.9452958
22,39,0.94342935
22,40,0.9413935
22,41,0.8939506
22,42,0.7324526
22,43,0.87215054
22,44,0.83456945
22,45,0.91714895
22,46,0.9196375
22,47,0.9134049
22,48,0.6794336
22,49,0.9359087
22,50,0.7600238
22,51,0.9504473
22,52,0.9032161
22,53,0.6817839
22,54,0.6843085
22,55,0.83355844
22,56,0.95774454
22,57,0.8291422
22,58,0.8056841
22,59,0.8864291
22,60,0.7315691
22,61,0.74358124
22,62,0.68580717
22,63,0.95533556
22,64,0.7042647
22,65,0.9268052
22,66,0.717063
22,67,0.80844533
22,68,0.9502602
22,69,0.89005125
22,70,0.93278855
22,71,0.7333508
22,72,0.9423054
22,73,0.97161525
22,74,0.8631048
22,75,0.82464534
22,76,0.87537324
22,77,0.7916878
22,78,0.9228274
22,79,0.6372899
22,80,0.9251589
22,81,0.83938956
22,82,0.9484451
22,83,0.84344333
22,84,0.8446627
22,85,0.8272733
22,86,0.7795032
22,87,0.9691484
22,88,0.9236656
22,89,0.96662235
22,90,0.773632
22,91,0.8769646
22,92,0.83563054
22,93,0.88192374
22,94,0.88515633
22,95,0.770293
22,96,0.78399307
22,97,0.7512011
22,98,0.71582574
22,99,0.96546084
23,0,0.89994925
23,1,0.8172818
23,2,0.5815248
23,3,0.91880447
23,4,0.850892
23,5,0.71436965
23,6,0.83633816
23,7,0.8914861
23,8,0.82049805
23,9,0.92893845
23,10,0.94279164
23,11,0.85082805
23,12,0.8421686
23,13,0.8044594
23,14,0.8435674
23,15,0.8237289
23,16,0.8581148
23,17,0.7502739
23,18,0.58860505
23,19,0.9443076
23,20,0.7669756
23,21,0.86358047
23,22,0.9487455
23,24,0.84832215
23,25,0.6849212
23,26,0.9838299
23,27,0.9031409
23,28,0.6886929
23,29,0.8708661
23,30,0.819767
23,31,0.8684134
23,32,0.6679959
23,33,0.8125643
23,34,0.9219839
23,35,0.59293234
23,36,0.89631534
23,37,0.8775688
23,38,0.91603
23,39,0.90748394
23,40,0.95322585
23,41,0.9150936
23,42,0.76959884
23,43,0.9538337
23,44,0.9120055
23,45,0.86682415
23,46,0.90033764
23,47,0.96872634
23,48,0.71690834
23,49,0.87290263
23,50,0.76367414
23,51,0.9668217
23,52,0.9143733
23,53,0.75276524
23,54,0.6894274
23,55,0.8698771
23,56,0.97064203
23,57,0.8756864
23,58,0.85305226
23,59,0.8687412
23,60,0.675861
23,61,0.7035169
23,62,0.68704957
23,63,0.91597205
23,64,0.7817973
23,65,0.9085368
23,66,0.7181133
23,67,0.79072905
23,68,0.92851996
23,69,0.8778632
23,70,0.9258001
23,71,0.69113326
23,72,0.9043734
23,73,0.9715224
23,74,0.87020797
23,75,0.83283323
23,76,0.958456
23,77,0.8048775
23,78,0.9597351
23,79,0.65475994
23,80,0.974561
23,81,0.84461886
23,82,0.9081136
23,83,0.8462916
23,84,0.8894651
23,85,0.84963894
23,86,0.81810445
23,87,0.9683677
23,88,0.9391284
23,89,0.9522447
23,90,0.8474518
23,91,0.88997483
23,92,0.86201704
23,93,0.7924697
23,94,0.78278285
23,95,0.7081696
23,96,0.8076829
23,97,0.72118586
23,98,0.7278363
23,99,0.9627161
24,0,0.9578956
24,1,0.8693319
24,2,0.8527825
24,3,0.8672246
24,4,0.9181758
24,5,0.9420282
24,6,0.9380906
24,7,0.95121664
24,8,0.92956257
24,9,0.9042514
24,10,0.83975196
24,11,0.958667
24,12,0.9564992
24,13,0.9167996
24,14,0.7996802
24,15,0.9091216
24,16,0.9223748
24,17,0.94910634
24,18,0.868253
24,19,0.89495873
24,20,0.94038916
24,21,0.932573
24,22,0.8883189
24,23,0.84832215
24,25,0.8778748
24,26,0.9043298
24,27,0.9175037
24,28,0.92226595
24,29,0.799251
24,30,0.9468031
24,31,0.6660527
24,32,0.8987162
24,33,0.9406047
24,34,0.8637347
24,35,0.6028107
24,36,0.6516869
24,37,0.9077669
24,38,0.943643
24,39,0.97593164
24,40,0.90810674
24,41,0.89623266
24,42,0.90433645
24,43,0.7549417
24,44,0.86985815
24,45,0.90463984
24,46,0.945141
24,47,0.8536077
24,48,0.80980146
24,49,0.93996114
24,50,0.90179056
24,51,0.83103126
24,52,0.93202215
24,53,0.7596903
24,54,0.8941025
24,55,0.94146746
24,56,0.88821054
24,57,0.9329342
24,58,0.92723346
24,59,0.9706063
24,60,0.93030757
24,61,0.95152897
24,62,0.8895384
24,63,0.9321511
24,64,0.83494794
24,65,0.910546
24,66,0.8900253
24,67,0.9394775
24,68,0.79837334
24,69,0.93856615
24,70,0.9114894
24,71,0.9457098
24,72,0.96323293
24,73,0.8622287
24,74,0.8968317
24,75,0.9570813
24,76,0.85214716
24,77,0.93473756
24,78,0.8875363
24,79,0.88319725
24,80,0.8686695
24,81,0.9675874
24,82,0.9102235
24,83,0.9595717
24,84,0.93564427
24,85,0.93678427
24,86,0.9283771
24,87,0.91120297
24,88,0.9159884
24,89,0.8532027
24,90,0.8793043
24,91,0.9593735
24,92,0.9360659
24,93,0.79773504
24,94,0.74220544
24,95,0.9428889
24,96,0.9176806
24,97,0.92556655
24,98,0.9158933
24,99,0.9004766
25,0,0.85399276
25,1,0.8226471
25,2,0.9468832
25,3,0.6380899
25,4,0.9237803
25,5,0.92162585
25,6,0.9403495
25,7,0.84430516
25,8,0.8221996
25,9,0.82614535
25,10,0.81077075
25,11,0.8954104
25,12,0.9301582
25,13,0.7558621
25,14,0.50312376
25,15,0.93576527
25,16,0.93187696
25,17,0.9083669
25,18,0.948167
25,19,0.8452302
25,20,0.9332144
25,21,0.9323301
25,22,0.66247797
25,23,0.6849212
25,24,0.8778748
25,26,0.7334427
25,27,0.9086643
25,28,0.846325
25,29,0.5036618
25,30,0.84584016
25,31,0.40687785
25,32,0.7369686
25,33,0.93536305
25,34,0.6084148
25,35,0.24362758
25,36,0.3908878
25,37,0.91151357
25,38,0.83875555
25,39,0.82362264
25,40,0.7368548
25,41,0.8589351
25,42,0.94811845
25,43,0.6651975
25,44,0.8468245
25,45,0.6861843
25,46,0.8649017
25,47,0.72866905
25,48,0.9506783
25,49,0.80067843
25,50,0.781686
25,51,0.62633
25,52,0.87572396
25,53,0.88161
25,54,0.9785104
25,55,0.9147255
25,56,0.7339163
25,57,0.9314232
25,58,0.92912364
25,59,0.89556533
25,60,0.9238824
25,61,0.87941635
25,62,0.97183156
25,63,0.69993687
25,64,0.90668595
25,65,0.8332036
25,66,0.96599996
25,67,0.83676004
25,68,0.61802846
25,69,0.9053734
25,70,0.7115579
25,71,0.9238756
25,72,0.8348453
25,73,0.6577706
25,74,0.87408805
25,75,0.94085747
25,76,0.7934836
25,77,0.9301751
25,78,0.8055957
25,79,0.9526242
25,80,0.76668763
25,81,0.94047177
25,82,0.70222455
25,83,0.9229962
25,84,0.8607105
25,85,0.92976964
25,86,0.882922
25,87,0.74462163
25,88,0.810071
25,89,0.6180568
25,90,0.91980803
25,91,0.90037864
25,92,0.9254257
25,93,0.47323188
25,94,0.41984496
25,95,0.88422674
25,96,0.96747416
25,97,0.9109003
25,98,0.9686295
25,99,0.7265532
26,0,0.9336445
26,1,0.8352938
26,2,0.66211784
26,3,0.9243937
26,4,0.8750299
26,5,0.79077995
26,6,0.87885165
26,7,0.9243593
26,8,0.87143457
26,9,0.9463103
26,10,0.9385437
26,11,0.895828
26,12,0.88934857
26,13,0.8443848
26,14,0.85808593
26,15,0.8651946
26,16,0.8900122
26,17,0.8216473
26,18,0.6698145
26,19,0.949151
26,20,0.82798785
26,21,0.9008559
26,22,0.96624804
26,23,0.9838299
26,24,0.9043298
26,25,0.7334427
26,27,0.92068815
26,28,0.7552177
26,29,0.8800994
26,30,0.85942996
26,31,0.836783
26,32,0.7438483
26,33,0.8633878
26,34,0.9344782
26,35,0.61657864
26,36,0.8674493
26,37,0.9024029
26,38,0.94813275
26,39,0.94886065
26,40,0.9644862
26,41,0.9317493
26,42,0.82011795
26,43,0.9244855
26,44,0.92967623
26,45,0.8894817
26,46,0.93171734
26,47,0.9568663
26,48,0.7461975
26,49,0.912061
26,50,0.8073414
26,51,0.9497484
26,52,0.94485325
26,53,0.7684532
26,54,0.7508522
26,55,0.91002625
26,56,0.9678274
26,57,0.9037748
26,58,0.88842666
26,59,0.920285
26,60,0.74520534
26,61,0.7812659
26,62,0.7486332
26,63,0.9479397
26,64,0.8142734
26,65,0.9267716
26,66,0.7702123
26,67,0.84047866
26,68,0.92550474
26,69,0.9147229
26,70,0.94552
26,71,0.7673896
26,72,0.9385877
26,73,0.97174543
26,74,0.9079077
26,75,0.8743065
26,76,0.9505956
26,77,0.8580491
26,78,0.96760136
26,79,0.70857286
26,80,0.9739232
26,81,0.8928867
26,82,0.92488176
26,83,0.89190286
26,84,0.9115354
26,85,0.87340087
26,86,0.8453467
26,87,0.98153794
26,88,0.96773565
26,89,0.95309967
26,90,0.8602271
26,91,0.92138505
26,92,0.8972093
26,93,0.8209867
26,94,0.79918736
26,95,0.7790748
26,96,0.84526795
26,97,0.78805065
26,98,0.7880289
26,99,0.96672255
27,0,0.9365162
27,1,0.91032404
27,2,0.8111653
27,3,0.8233804
27,4,0.97016716
27,5,0.8727095
27,6,0.94954973
27,7,0.93344486
27,8,0.87876534
27,9,0.9610327
27,10,0.9552465
27,11,0.9252738
27,12,0.9447144
27,13,0.83495384
27,14,0.6932481
27,15,0.9448232
27,16,0.9637616
27,17,0.866536
27,18,0.83310735
27,19,0.9690239
27,20,0.88953865
27,21,0.9729917
27,22,0.84995174
27,23,0.9031409
27,24,0.9175037
27,25,0.9086643
27,26,0.92068815
27,28,0.81414586
27,29,0.7034101
27,30,0.8965849
27,31,0.6593107
27,32,0.75234544
27,33,0.9195098
27,34,0.7915477
27,35,0.43373615
27,36,0.6684544
27,37,0.9736271
27,38,0.9256328
27,39,0.91440564
27,40,0.91998756
27,41,0.9409319
27,42,0.9152201
27,43,0.87622195
27,44,0.9515332
27,45,0.82036304
27,46,0.9326289
27,47,0.9287641
27,48,0.89965177
27,49,0.8657799
27,50,0.8441759
27,51,0.83985066
27,52,0.9611885
27,53,0.9039006
27,54,0.89339316
27,55,0.9730192
27,56,0.9117959
27,57,0.97575146
27,58,0.9691704
27,59,0.9381536
27,60,0.83604294
27,61,0.8537536
27,62,0.8999774
27,63,0.8644302
27,64,0.9229778
27,65,0.922752
27,66,0.906231
27,67,0.8693358
27,68,0.796168
27,69,0.94351643
27,70,0.873007
27,71,0.8582097
27,72,0.9131178
27,73,0.8712458
27,74,0.9265988
27,75,0.9381339
27,76,0.946722
27,77,0.9516155
27,78,0.94126827
27,79,0.88705915
27,80,0.9358128
27,81,0.9545139
27,82,0.8429634
27,83,0.94695294
27,84,0.96446925
27,85,0.96414614
27,86,0.93123645
27,87,0.923834
27,88,0.9350652
27,89,0.8363379
27,90,0.97348696
27,91,0.9692371
27,92,0.95745635
27,93,0.64739764
27,94,0.604147
27,95,0.83532006
27,96,0.9641454
27,97,0.87584835
27,98,0.91636527
27,99,0.8971517
28,0,0.86625004
28,1,0.8801133
28,2,0.83147764
28,3,0.7614607
28,4,0.8143381
28,5,0.9366732
28,6,0.8535818
28,7,0.9191713
28,8,0.9396318
28,9,0.81290656
28,10,0.673384
28,11,0.84117085
28,12,0.90121734
28,13,0.9303017
28,14,0.69828993
28,15,0.7831906
28,16,0.80372065
28,17,0.92006326
28,18,0.8853149
28,19,0.7787258
28,20,0.9164983
28,21,0.83437693
28,22,0.7271909
28,23,0.6886929
28,24,0.92226595
28,25,0.846325
28,26,0.7552177
28,27,0.81414586
28,29,0.6983005
28,30,0.95766354
28,31,0.4842547
28,32,0.9505053
28,33,0.8558689
28,34,0.7387328
28,35,0.6317787
28,36,0.49826
